full_text,class
atencion  y modales,negativo
las colas son largas la atencion lenta no tienen ningun sentido hacer la cola de cliente porque igual es lenta,negativo
mas ventanillas para la tercera edad,neutro
atencion de plataforma despues de esperar tanto me deriva al telefono me parecio una burla  esperar tanto para que me informe que el tramite de un reclamo se hace por telefono muy mala atencion,negativo
que el saldomatic tambien sea para las tarjetas empresariales,neutro
mala atencion en ventanilla fui a realizar un movimiento y no me atendieron bien  regrese luego de  hora y en una ventanilla un joven tardo en atender,negativo
llegue a las  pm para pagar  impuestos de arrendamientos de arranque el empleado me pidio mi tarjeta y mi dni y no sabia siquiera si el impuesto era de primera categoria teniendo que consultar a su compañera  lo cual acortaba mas el tiempo le sugeri que me fuera pasando las boletas para ir firmandolas y ganar tiempo a lo que su compañera le decia avanza que solo tienes hasta las  encima que al principio no salia la impresion de las boletas termino solo  con  impuestos a lo que yo estaba muy mortificada y le dije que es la primera vez que me pedian tantos documentos para hacer el pago de impuestos que es uno de los tantos hechos que hizo retrasar mi gestion sali muy mortificada al banco del estado para culminar con el pago de los otros impuestos,negativo
estuve en la cola de bex la cual no fue atendida inmediatamente se desocupe una ventanilla espere que pasaran  clientes y  personas no clientes no menciono la preferencial porque ellos si deben ser atendidos de manera prioritaria,negativo
los empleados de ventanilla no tratan  los clientes de forma correcta el sistema en esa agencia se va a cada rato y los depositos son manuales cosas que no da confianza,negativo
necesito el chi para aser transferencias ese dia no me la dieron y ni siquiera me indicaron que la necesito,neutro
seria bueno k haya una una forma mas detallada   de como explicar sugerir y aconsejar  para utilizar una tarjeta de credito ,neutro
cafe para los que esperan,neutro
por la forma de atencion,negativo
desgraciadamente los cajeros tiene sus conocidos o tienen gente que son tramitadores que tiene una cantidad de pagos que desgraciadamente deberian hacer algo con los tramitadores que pagan  a  planillas y cada pago se demoran  mas de  minutos  aprox  o en caso deberia tener una ventanilla especial para dichos pagos en cantidades para si no  esperar tanto y no crezca la  cola y la espera  es una sugerencia,negativo
bueno creo que de todos los bancos peruanos es el que mayormente se acomoda a tus necesidades esto exceptuando cuando se trata de pedir un primer prestamo  mi experiencia fue  te tratamos bien y ahorre todo lo que quiera en nuestro banco pero prestamo,neutro
por que segun la normativa del baqnco te aplican comisiones que el cliente no autoriza ejmmembresiacon un costo altisimoseguro de credito mas comisiones etc,negativo
que mas cajeros atiendan al abrir la agencia varias cajas vacias,neutro
que pongan asientos aveces hay colas largas y uno se cansa,neutro
hacen mucha preferencia para los clientes vip pasaron  vip y recien yo pese a que habia llegado primero,neutro
que comuniquen por mail el tramite que venia haciendo no esperar que yo vaya a preguntar,neutro
haciendo un parentesis  no creo lo que publicaron q el  quiera el indultopara mi ipsos deja de ser serio,neutro
un poco mas de rapidez en vuestro servicio de atencion al cliente,neutro
que no exista la cola de banca personal que pongan asientos que den tickets para el orden de atencion,neutro
el colaborador de ustedes no sabe lo que es la atencion al cliente me trato de una manera despota,negativo
se demoraron  minutos para atenderme en plataforma y era la unica en esperaentra otra persona y la atendieron antes que a mi porque conocia a la señorita de recepcion o algo asi quiza su tema era mas sencillo que el mio pero respeto al turno es respeto,negativo
me siento satisfecho al ser un cliente antiguoaños ya que me brindan una  buena atencion y siendo yo un cliente puntual en sus pagos y respetuosos con ustedes me gustaria que insentivaran a sus clientes  responsables y cumplidores,neutro
un caramelito,neutro
los empleados del banco no fueron eficientes no me resolvieron el problema,negativo
aun no me envian el reclamo que hice a mi correo como quedaron,neutro
la atencion viene pero su politica no me ayudan a pesar q por ahi me pagan el sueldo y la cts solicite un prestamo y no me ayudan,negativo
tuve que esperar mucho tiempo para poder gestionar un asunto q no tomo mas de  min en realizarse al momento de mi atencion,neutro
pocos cajeros,negativo
pienso que las personas se van a olvidar donde fueron pero no olvidan lo que les hiciste sentir vivir una experiencia para que regrese la abstencion es fria el ambiente no es acogedor varios puntos,negativo
que trabajen los domingos,neutro
atencion de un ejecutivo con real conocimiento,neutro
siendo como cliente de banca exclusiva he tenido que esperar en la cola en ventanilla,negativo
que me envien la respuesta sobre el tramite que hice,neutro
que cuando vaya a plataforma respeten el turno del ticket y que las señoritas que son sus consultoras trunquen la atencion pues inmediantamente se acercan a plataforma con otra persona que no ha sacado previo ticketes mas viendo que hay gente esperando,neutro
me indicaron que esperara entre  y  minutos por la confirmacion de cobro de cts y demoraron casi  hora,negativo
porque cambiaron las colas y no hay una persona que guie,neutro
trato poco amable,negativo
atencion a creditos a mypes,neutro
mas fluidez en la atencion,neutro
me hubiera gustado que explicaran mejor el proceso de bloqueo de banca movil y que hubieran mas opciones,neutro
personal que atiende bien   esta debe ser el ,neutro
no tiene nada que ver con el personal que en todo momento me atendio muy bien pero sucede que el telefono no tenia conexion con los ejecutivos porque la grabadora decia el procedimiento pero al final no se lograba la comunicacion la persona que me as,neutro
porque fui a sacar una reposicion de tarjeta ya que el cajero por error se trago la mia cuando estaba haciendo una operacion y encima tengo que pagar la reposicion  pero al margen del pago la señorita de plataforma me atendio mal ya que no brindo la informacion que requeria y cuando me entrego la hoja de apertura de cuenta mi fecha de nacimiento estaba mal y me dijo que solo ella bajaba del sistema y le indique como hago para cambiarlo y me dijo que ella no lo hacia y que eso demoraria y que en ese momento no tenia tiempo osea hago mi cola  veces para que me atienda la misma persona que no sabe y trata mal a las personas eso no es calidad de servicio por eso me fui descontenta,negativo
se demoran mucho en atender habiendo varias ventanilla de atencion solo estaban atendiendo  y estuve mas de  media hora antes eran mas rapidos pero ahora si demoran muchisimo pienso que eso deben de tomarlo muy en cuenta ya que hay muchas personas que estan apuradas por el trabajo y se demoran demasiado en atender a un persona mejoren eso por favor porque es muy incomodo estar esperando tanto,negativo
porque me dijeron una cosa que no era su tarjeta con chip cobran de maciado y ni me lo comentaron  muy mal,negativo
que apoyen en llenar los papeles de transacciones ya que uno no tiene conocimiento ya que solo te indican como llenar y no es el hecho uno como cliente espera mas no como llenar lo papeles,neutro
mas rapidez se demoro ofreciendome un seguro que no necesitaba,neutro
la poca orientacion al cliente que tienen sus colaboradores,negativo
habia demasiada gente el tiempo de espera deberia mejorar,neutro
que nos explicaran bien y presenten atencion al cliente  dobre todo que tanto la banca movil como la banca del banco esten informadas igual ,neutro
agilidad en la atencion  las cola es interninable,neutro
mas rapidez,neutro
hasta la fecha estoy conforme con la atencion en las diferentes agencias del bcp gracias,neutro
el tiempp q tuve que espwrar y el ppco personal en cajas,neutro
la agencia estaba vacia asi que la atencion fue rapida seria bueno q las cajeras al menos cuando estan con un cliente dejen de comberzar cosas personales entre ellos es algo incomodo al menos cuando uno esta frente a ellas,neutro
porque una de las cajeras me trato pesimo creo que estaba en sus dias y yo pague pato en fin menos mal hay mucha competencia para escoger,negativo
que hubiera existido a mayor detalle la explicacion de la apertura de cuenta sin ser necesario haber realizado yo casi el  de las preguntas asi como si hubieran contestado a tiempo el correo enviado por mi empleador hubiese ahorrado mayor tiempo,neutro
porque no fue una respuesta  convincente pague  cuotas por adelantado  cuotas  y  la cuota    me vienen  con un interes mayor  incluso mayor a la primera cuota  que es la mayor de  mayor intereses porque  se supone que cuando uno adelanta el pago se beneficia como repito no fue una respuesta que me convencio por lo que realizare un reclamo via indecopi,negativo
reducir el tiempo de espera,neutro
fui a mi banco personal a solicitar un prestamo me lo negaron muy amablemente por cierto a pesar de tener mi pago de haberes  cuenta ctsy  etc y tener un buen historial de pago,negativo
que los trabajadores no se queden parados en el telefono que use para bloquear mi tarjeta,neutro
mas agil la atencion en plataforma,neutro
mayor rapidez,neutro
quiero que bajen sus intereses son muy altos y no puede ser porque ustedes son un banco añejo y peruano,neutro
cuando me dieron la tarjeta de credito quien me atendio no me dio la informacion solicitada sobre porcentajes de sacar en cuotas y no me dijo nada sobre la menbresia que eso tenia que hacerlo por la banca movil los de la banca movil me dicen que eso me,neutro
me pidieron el nro de mi tarjeta para hacer el pago de mi tarjeta de credito yo lleve el recibo impreso por lo que tuve que demorar unos minutos en buscar el nro pues la tarjeta no la tenia conmigo,neutro
que el area de la agencia sea mas grande que haya mas ventanillas habilitadas a la vez que filtren bien a los clientes que usan la cola de  banca exclusiva ,neutro
no lleve mi tarjeta por este motivo no me querian atender fui a pagar el credito hipotecario si no me molestaba no me atendian me enviaban a traer mi tarjeta,negativo
por la actitud de la señorita que me atendio no fue amable y no supo explicar de una manera clara lo que faltaba para realizar un deposito,negativo
siendo  a am de la mañana y un lunes no funcionaba ningun atm,negativo
poner cafe en la sala de espera,neutro
solo habian  personas atendiendo y eramos bastantes personas que estabamos en cola encima esas  personas que atendian se demoraban demasiado,negativo
por  que no brindaron la ayuda de un prestamo   ya que cuento con los requisitos,negativo
no hay mucho que mejorar,neutro
fui a hacer un pago de afp con mi numero de cupon y el empleado me dijo que ese numero todavia no estaba habilitado lo cual no era cierto porque lo habia generado hacia  dias entonces su compañera del costado lo corrigio diciendole que todo el dia no habia habido sistema de pagos de afp no se si el problema con los pagos de afp dependan del banco pero en todo caso los empleados deben estar informados de todos los eventos y no indicar cosas que no son,neutro
 personal no bien informado   pregunte por comisiones de cuenta de ahorro en general y no me supo informar completo,negativo
no me diron la respuesta  del incomveniente sobre la penalidad en el cobro exacto  poco justificable,negativo
soy un cliente frecuente y siempre es lo mismo personas quejandose por el servicio de ventanilla los visitantes se quejan de los clientes y los clientes de la banca exclusiva siempre en ventanilla se encuentra  o un maximo de  personas y eso no abastece a las terribles colas que ahi y sin contar plataforma que tmb ahi gente esperando para mi no es incomodo que me atiendan primero o ultimo lo que me incomoda es la gente que se queja de su mal servicio pidiendo libro de reclamaciones etc    que bueno que hagan este tipo de encuentas pero una sugerencia que les voy a dar es organizar a sus trabajadores para que salgan a almorzar por que nose abastecen o traten de cambiar su metodo de colas que sea como el banco interbank ellos te llaman por tu nombre e incluso tienen una cafetera y asientos comodos y siempre estan como minimo  o  personas en ventanilla a mi me gusta el banco bcp por que siempre e trabajado con ellos se me deposita mi sueldo e incluso se me abierto las puertas pero eso no quita la incomodidad que tengo yo como cliente cuando voy al bcp,negativo
bueno a pesar del incidente que tuve siempre me han atendido bienbueno gracias a la guia que no fuera por ella no hubiera sido factible la solucionrevisen los cajeros obsoletos quize sacar  mil soles y nunca salio el dinero menos mal que la guia vio la operacion que que la la respuesta de la señorita de la plataforma fue en el transcurso del dia le avisamos que incomodo momentomenos mal se soluciono,neutro
no senti seguridad de parte de la señorita que me atendio porque me dijo que hiba a ver si podia hacer el pago de mi instituto,negativo
en algunos casos en las horas punta la atencion demora un poco mas y no hay disponibilidad de orientadores,neutro
mas atencion,neutro
que los cajeros esten arreglados porque habia maquinas en estado inactivo en esos momentos,neutro
tal vez al igual que se puede crear una nueva cuenta en las maquinas del bcp tambien se pueda gestionar el cambio de tarjeta por expiracion o por cambio en estas o tal vez ya esta pero como no se menciona en la publicidad no lo sabia,neutro
porque a pesar que habia  o  personas atendiendo en ventanilla solo atendian dos habian colocado su letrero de  espera  ni anticipaban ni pedian disculpas simplemente colocaron su letrero,negativo
mal atencion,negativo
su preferencia a clientes exclusivos deberia ser menor,neutro
buenas tardes la atencion a los clientes de banca esclusiva  es my pobre yo estuve esperando cerca de  minutos para q me atiendan  mas se preocuparon la atencion a los clientes con tarjeta  y la atencion de los cajeros es muy lenta,neutro
tiempo de espera largo,neutro
porque nadie pudo orientarme,negativo
el tiempo de la atencion es un poco lento ese dia hubo bastante clientes en el modulo de plataforma y no agilizaban en su atencion,neutro
se demoran una eternidad no es posible que en una persona se demoren quince minutos sin hacer operacion alguna y solo dando informaciones y hay mas todavia que criticar,negativo
que puedan atender pagos a cuenta pir adelantos de sueldo solicitados necesariamente hay que llamar al ,neutro
me pagan por el bcp tengo mi cts ahi sinembargo me niegan un incremento de cr edito,negativo
porque en el cajero automatico solo tenian billetes de s  y yo requeria billetes de s  y por la demora en la atencion en ventanilla aduciendo que la pc tenia problemas de conexion y cuando quisieron derivarme a otra ventanilla a pesar que no habia mucho publico se procedio a atender a otras personas registrando mas de  minutos de espera para un retiro  cabe precisar que en la ventanilla preferente tampoco tenian efectivo,negativo
que la atencion en plataforma sea mas rapida desde el momento en que uno saca ticket de atencion asimismo en ventanillas a veces se requiere mas personal y no tanto backup,neutro
mayor numero de personal en ventanilla,neutro
el estacionamiento es un poco complicado,neutro
q el personal de ventanilla no revisen mi dni para visualizar si es q tengo alguna  oferta  o  producto  del banco,neutro
solo  ventanillas para atencion  y mucha demora para atencion al publico,negativo
fui para aperturar mi cuenta sueldo y me dijeron que habia una compra de deuda aprobada acepte pero por problemas del sistema no se llego a concretar despues de esperar media hora,neutro
nada,neutro
no puede ser posible que a los clientes que tienen cuentas de ahorro en dolares y quiera cambiar a soles en cajeros le den un tipo de cambio irrisorio de s  estando el cambio en s ,negativo
mas rapida la atencion,neutro
es mi forma de calificacion,neutro
depositaron en una cuenta equivocada el dinero que entregue en la ventanilla,negativo
necesitaba tramitar con urgencia mi clave token para poder hacer transacciones he perdido una oportunidad de venta ya que el proceso no exige mucho tiempo sin embargo la oficina abrio tarde alrededor de  am abrieron la puerta para que los clientes puedan pasar seguridad de gs atiende muy mal y es bastante cortante con los clientes,negativo
mayor numero de ventanillas en atencion ingreso por la seccion cliente vip y se ve mucha gente en primera fila no cliente que espera y es incomodo pasar directo al ver a tanta gente en cola,neutro
pq se eemoraron en atenderme,negativo
mejora de atencion en ventanilla,neutro
la cantidad que me informaron para pagar de mi tarjeta de credito fue un monto menor me quede con duda esto fue el dia sabado pero hoy me llamo un operador de ustedes   y me comunico que no era todo que tendo que pagar s  soles que ya no los tenia quede con este señor en cancelart el   soy muy cumplido con ustedes pero parece que tuvieron algun problema con sus sistema,negativo
porque al depositar a mi prestamo vehicular me han cobrado una penalidad mayor a la que me informaron,negativo
no ser muy serios en la atencion hay veces es necesario una sonrisa para sentirnos como familia,neutro
que no me cobrara la nueva tarjeta por que no me devolvieron en ventanilla mi tarjeta,neutro
que la atencion al cliente se haga de inmediato y no hacer esperar,neutro
no solucionaron mi problema,negativo
rapides en la atencion de parte de algunos cajeros,neutro
para hacer mas placentero  mi estadia en la agencia podria ser unos coffebraker como forma de incentivar la estadia en el banco ya que se esta viviendo un tiempo de frio en lima  siempre una sonrisa y saludo del agente de atencion del banco  asesoramie,neutro
porque solicite cancelar una tarjetaporcobros que seme generaban y las personas q me atendieron de ventanilladespues de esperar mucho tiempome pasaron a plataforma luego de pasar por plaforma me mandaron otra vez a ventanilla hicieron esperar muchotiempo para una gestion tan simple que era cancelar una tarjeta,negativo
clonaron mi tarjeta esa misma tarde y me quitaron todo mi dinero fui al  banco faltando quince minùtos para las cinco estaba muy  preocupada porque quizà para el banco la cifra que atesoraba no era importante pero para mì sì lo primero que hizo una de las trabajadoras del  banco  fue ponerme al telèfono ni ella ni la operadora detràs del telèfono intentaron tranquilizarme no me dijeron que me iban a devolver el dinero cuando anulè mi tarjeta a travès del telèfono todavìa sin ofrecerme ningun tipo de explicaciòn a respecto me dieron un papelito y tuve que esperar màs de media hora con toda la angustia que tenìa sin recibir ninguna explicaciòn como si  me robaran a diario en la entidad que supuestamente se ocupa de resguardar mi dinero me parece que un trato asì es totalmente inhumano somos màs que un turno y burocracia despersonalizada otro tema a parte es el pèsimo sistema de seguridad del bcp el   de la gente con la que he hablado ha sufrido clonaciòn o conoce a alguien que la ha sufrido en este banco   al dìa de hoy todavìa no me han devuelto el dinero,negativo
habia gente ese dia y no me gusta esperar sin embargo el personal es amable y atento,neutro
porque aun no me devuelven el dinero del fraude,negativo
porque me dijeron que se comunicarian conmigo para ver acerca del credito hipotecario que tengo con el interbank y saber si se puede comprar esa deuda pero a la fecha no tengo ninguna informacion,negativo
q atiendan todas las ventanillas,neutro
que la señorita que me atendio no sea tan insistente al momento de ofrecerme un seguro,neutro
las tasas de interes han subido,negativo
que me dieran mas informacion en lugar de estar conversando con si compañero de al lado,neutro
rapidez  en la atencion,neutro
mejor precio en el tipo de cambio,neutro
demora,neutro
iba hacer un deposito en el cajero pero a la señora que estaba adelante se le quedaron mas de  mil soles y no es la primera vez que veo que el dinero se queda retenido y no devuelven el dinero en ese momento hay q hacer todo un tramite engorroso  por ,neutro
hubo demasiada demora en la atencion por el simulacro de sismo puesto que se tuvo que suspender la atencion por  minutos y luego  minutos mas para que los trabajadores reciban nuevamente el dinero mi pregunta esen caso de sismo los ,neutro
para sentirme totalmente satisfecha necesito que el tiempo de espera se reduzca un poco mas,neutro
que todas las ventanillas esten operativas cuando hay cola,neutro
porque se supone que siendo tu cliente deben de existir  ventanillas disponibles para atencion sin embargo al abrir una nueva ventanilla hicieron pasar a la fila de no cliente siendo este ya  ventanillas a disposicion de los no clientes y para recalcar mi molestia el no cliente llego despues que yo llegara pero como yo me puse en la fila de cliente que habian  clientes mas adelante pensando que seria mas rapido repito atendieron a los no clientes primero y considerando que yo y las otras  personas delante mia estaban ahi antes del no cliente que llego y al minuto paso ya que el no cliente contaba con  ventanillas y los clientes solo tenian  ventanilla ya que la fila de preferencial tambien estaba ocupado  deberian dar prioridad a sus clientes ya que por algo te pones en la fila de cliente como un rango mayor y no obstante por logica viendo que la fila de cliente habian  personas y en la de no cliente recien habia entrado y era la unica que estaba esperando,negativo
porque estuve cerca a una hora por una disposicion de efectivo y una compra de token y al final no pude hacer ninguna de las dos la primera ni em ventanilla ni en plataforma me pudieron decir que tenia la opcion bloqueada por ustedes supuestamente para no caer en sobre endeudamiento cosa que no entiendo porque tengo mas de  soles de disponible y segundo porque por mas que me abrieron una cuenta free y me hicieron abonar  soles a la cuenta en plataforma no pudieon afiliar el token cabe resaltar que la atencion en todo momento fue amable y siempre preocupada por salir satisfecho pero por sus procesos no pudieron resolverme,negativo
un poco mas de orden en la agencia,neutro
buena atencion y rapida,neutro
no tener problemas con cajeros multifuncion,neutro
por que no habia numeracion en la atencion en plataforma luego se instalo pero no aprecia preocuparle a nadie,negativo
rapidez para atender,neutro
tiempo,neutro
ser atendido como cliente en  lo mas  rapidez  posible  yo como cliente trabajo y por tal motivo el tiempo es demasiado corto  para desplasar en cosas personal,neutro
no habia mucha cola,neutro
mas concentracion y carisma con la ejecutiva,neutro
me aprueben mi ampliacion de linea para compra de deuda,neutro
nada,neutro
deposite un monto y me cobraron una comision que no me esperaba,negativo
cuando no hay fluido electrico en la zona tampoco hay atencion en el banco solucionar este problema,neutro
el sistema de atencion es subjetivo ya que hay  colas y los cajeros van llamando segun vean y priorizan segun vean,negativo
que los cajeros funcionen eficazmente por lo general funciona solo uno o estan malogrados los dos  no me parece que la politica del banco otorgue rapida atencion a la fila de clientes preferentes cuando los clientes comunes estamos esperando mas de me,neutro
mala antencion,negativo
nada,neutro
que me hayan brindado todos los puntos tos claros sobre la descripcion de lo q se ofrece olvide de preguntar cuanto seria mi linea de credito q me otorgarian y tampoco me dijeron luego me di cuenta llegando a casa,neutro
mas rapides en la atencion,neutro
ligera incomodidad del cajero al querer hacer un deposito a mi propia cuenta queria que usara el cajero para deposito,neutro
menor tiempo de espera,neutro
que en horas puntas la atencion sea un poco mas rapida,neutro
yo aun no he recibido mi estado de cuenta pero pero,neutro
mejor atencion a los clientes del bcp no porque alguien que no es cliente se queja de la demora y presiona dejan de atender a los que si somos clientes,neutro
que haya atencion en todas las ventanillas las colas demoran mucho,neutro
mucho tiempo para hacer una transaccion muy simple,negativo
la vetanilla preferencial debe ser preferencial cuando cuentan monedas por la maquina se demoran deberia ver otra ventanilla,neutro
que haya mas equidad en las colas si estan tres o mas personas en la fila de banca exclusiva ya no resulta fiable si se hace la cola o mejor vengo en otro momento de igual modo con la cola de no clientes muchas veces resulta mejor formar esa col,neutro
porque tuve q esperar demasiado para que me atendierar la cola dentro del banco era moderada pero habia poci personal atendiendo no habia aire acondicionado el olor era desagradable,negativo
no hay donde sentarse no hay maquina de cafe como en interbank,neutro
tengo un malestar en general por el bcp  como comente en una encuesta anterior perdi mis documentos y la agencia de el polo hizo que bloqueara mis tarjetas y luego no quisieron reponerme nada  me dejaron  dias sin poder utilizar mi propio dinero,negativo
mejor trato y rapidez en la plataforma,neutro
porque ubo una persona q no dirigia todo ya q no sabianada como acceder a los lugares para tramite,neutro
los cajeros se supone tienen conocimiento que los clientes de banca exclusiva deben ser atendidos prioritariamente hagan bien su trabajo ya que me toco esperar que atendieran a  personas no clientes y a  clientes antes que me llamaran,neutro
la atencion buena sin embargo las volas son largas y la llamada es desorganizada  deberian implementar un sistema para la atencion de ventanilla,neutro
mayor rapidez en la atencion,neutro
porque la señorita no fue muy amable siempre hay mucha gente no hay buena ventilacion  es incomodo,negativo
me ofrecieron un prestamo personal de hasta mil soles enviandome un correo a mi mail sin embargo cuando voy a tramitar el prestamo de un monto de menos d ela mitad de lo ofrecido me negaron el pretamo una perdida de tiempo e informacion falsa,negativo
porque tuve que hacer una cola inmensa como cliente si la hubiera hecho como visitante avanzaba mas rapido porque con mi tc no puedo hacer depositos en el cajero informacion que medio una señorita de la agencia de plaza elsol afirmando que con la tc si podia realizaroo haciendome salir de ventanilla para que lo haga por el otro canal sin embargo la persona que me atendio en el quinde me dijo lo contrario que no se podia solo con la tarjeta de debito una perdida de tiempo total ir hacer una cola inmensa,negativo
amas rapides en ventanillas y plataformas,neutro
mucha lentitud en los cajeros no hay criterio para priorizar la fila de clientes o no clientes a veces es conveniente hacer cola como  no cliente  porque como ven la cola larga avanza mas rapido aunque el que este en la cola del  clientes  sea  pero este esperando mas de  minutos,negativo
demoran en atender la banca exclusiva cuando hay  fila recien llamameexclusiva,negativo
porq no me dijo el resultado lo que hecho mi reclamo,negativo
un cafecito,neutro
nada,neutro
recibir  por   mensaje  a  mi telefono  si  ya me  me depositaron o todavia  en mk targeta  mi sueldo,neutro
el estado de cuenta que me envia el banco no figura el numero de cuotas que me queda pendiente a pagar,neutro
por que no se respetaron las colas  incluso la de visitantes avanzo mas rapido que clientes tomando en cuenta que su cola era mas larga que la nuestra pero en la ventanilla clientes atendian banca exclusiva y es entendible pero pudieron en visitantes atender a clientes y turnarse,negativo
que la atencion para los clientes del banco sea mas rapido,neutro
porque de las cuatro personas que atendian en ventanilla solo una atendia a clientes  la primera atendia a banca exclusiva la segunda a clientes la tercera a no clientes y la cuarta a preferencial  realmente me senti mal porque soy una cliente muy antigua del banco y pienso serlo por mucho tiempo porque yo creo en el banco pero tambien creo que el personal debe estar mejor capacitado en atencion al cliente porque cuando hay colas enormes no es justo que se paren de su asiento y vayan a preguntar algo a otro cajero que esta trabajando y se paren a su lado un buen rato  otra cosa parece que lo hicieran como a proposito estando la cola larga supongo que la cajera se cansara y se para y se va al interior de la oficina y pasa un momento y vuelve  yo creo que se debe actuar con mayor criterio,negativo
la supervisora de plataforma que me atendio tuvo un trato muy descortes,negativo
por que se tenia que hacer un pago de  solo por que el chip no daba cuando la tarjeta al principio fue sin ningun costo,negativo
yo soy un cliente que ha tenido mas de  dolares en mi cuenta de ahorros ahora tengo mas de  dolares sin embargo soy tratado como una persona de tercera categoria ya que cuando voy al banco hago mi fila en cliente y que pasa no me atienden vienen personas jovenes y adultas a quienes conozco que hacen sus filas en clientes de banca exclusiva y son atendidos antes que yo es decir la fila de clientes no avanza eso no pasa en otros bancos creo que mejor me voy a otro banco para evitar estos atropellos,negativo
un poco mas de personal xq el banco para lleno mas los  y fin de mes,neutro
no me informaron bien,negativo
rapidez en la atencion,neutro
el tiempo que espere fue demasiado casi  minutos para ser atendida en plataforma cuando una de las que atendia estaba revisando el celular cuando estaba en horario de trabajo tuve que esperar,neutro
mejorar los tiempos tener contadores de dinero,neutro
mayor rapidez,neutro
mejor atencion,neutro
que se atienda con prioridad a los discapacitados en la ventanilla respectiva,neutro
por mala atencion y gestion por parte de la persona que me atendio,negativo
me data hacer las operaciones de deposito de dinero sea via cajero o ventanilla   aveces quiero hacerlo via  cajero pero no encuentro muchos   me falta esa experiencia,neutro
que se pongan en el lugar del cliente y que sepan entender y comprender la situacion,neutro
al querer ingresar al banco no me dejaron pasar a pesar de que la cola de banca exclusiva estaba vacia me dijeron que igual tengo que hacer cola tanto el seguridad como su personal encargado,negativo
rapidez en la atencion mejora de la infraestructura,neutro
mejor trato,neutro
cafe por el frio,neutro
pedi informacion sobre porque me descontaron aproximadamente  soles de un deposito que me hicieron a mi cuenta de ahorros el agente no pudo darme una explicacion,neutro
cola de mas de  minutos para ingresar luego otra cola adentro del banco por  minutos mas y solo habian  ventanillas para mas de  personas,negativo
mas rapidez en las ventanillas,neutro
esperas demasiado hay personal que no esta haciendo nada y no te atiende el trato es poco cortez las colas son terribles,negativo
mejor atencion rapidez,neutro
que sean mas rapidos al atender que brinden mayor informacion y que haya mas personal atendiendo,neutro
mas rapidez en la atencion,neutro
que la primera atencion sea correcta que sus cajeros se encuentren mejor capacitados,neutro
por que los  cajeros que cuenta la agencia estaban sin dinero y eran inservibles y eso generan colas que para mi concepto es discriminatorio por que selecciona a las gente,negativo
mejorar en atender rapido,neutro
en toda las ventanas que aiga cajeras,neutro
la srta que me atendio primero no me supo dar una solucion para me pueda beneficiar en cambio su compañera de al lado si pudo ayudarme y darle solucion al problema que se me presento,neutro
realizar operaciones  que uno desea y no acudir a otra agencia,neutro
demoraron en realizar los tramites para adjuntar mi empresa con la tarjeta me encontraron observaciones y la señorita que me atendio quedo en avisarme lo antes posible pero si no llegaba a la agencia no me hubiera indicado y hubiera esperado  semana mas para terminar el tramite dicho sea de paso que ese tramite me era indispensable para poder postular a proyectos,negativo
fui cliente por  dias la banda magnetica estaba fallida no podia usar la tarjeta y me cobran por una nueva cuando no le di un mal uso,negativo
mejor orden y limpieza,neutro
no resolvieron mi problema,negativo
demasiada demora,neutro
acudi por una queja en la plataforma me atendio bien la señorita aunque no pudo dar solucion a mi problema para esto pedi el libro de reclamaciones la misma srta me dijo que podia llamar al telefono que esta a entrar al banco el detalle ah es que cuan,neutro
la agencia muy pequeña incomoda cajero sin habilitar cajeros de antigua aegncia todos blokeados  cajero de wong malogrado increible hasta el dia de hoye l cajero de wonh sigue malogrado  agencia pekeña incomoda apenas entran tres personas en la fila la verdad un desastre ea oficina,negativo
yo soy una persona afulta y muchas veces no se respeta a la fila del adultl mayor,neutro
espere demasiado para que confirmen a traves de una llamada mi centro laboral mi carta de cts casi  minutos,neutro
demora en cola,negativo
tuve problema con el chip de mi tarjeta,negativo
sali rapido  atencion esmerada pero la comision por los pagos de servicios a subido mucho pague  soles por tres recibos,neutro
que atiendan todas las ventanillas no solo  de las  disponibles,neutro
es pequeña no se entiende donde esta la fila de clientes la entrada confunde pero esto pasa en la mayoria de las agencias del bcp,neutro
para sentirme totalmente satisfecho tener una cuenta a plazo fijo que me represente una rentabilidad que me permita tener un ingreso extra,neutro
todo bien,neutro
demasiada cola,neutro
buenas noches en primer lugar tenia la tarjeta bcp credimas oro y cuando me acerque a la agencia me dice a no habia que por ello me dieron bcp lanpass y bueno y por ello con la credimas oro tenia mas beneficio obviamente q el matenimiento de la tarjeta seria diferente pero bueno tengo que hacer uso de ello mas por trabajo y ya posteriorment tratare de cambairme a otro,negativo
mas oficinas,neutro
menor tiempo de espera   y que todas las ventanillas atiendan  algunas ventanillas no atienden y estan realizando otras actividades,neutro
demora en la atencion  queria una solucion rapida a mi solicitud,negativo
que sus cajeros sean mas amables,neutro
el aganete en ventanilla no tubo el profesionalismo para atender a la gente en fila con eficacia no es la primera ves que se forman largas colas por la lentitud de los cajeros,negativo
me atendieron rapido pero no me agrado que me dieran  centimos en vuelto prefiero que me den la opcion de redondear,neutro
cuando se haga cola sea mas rapido,neutro
por que para mi es una estafa que cobren s por el plastico de una tarjeta no se supone que es el banco con el que trabajan cientos de peruanos me parece extremadamente exagerado ese monto mucho antes solo cobraban s y ahora es mas del doble   deberian corregir eso asi uno migraria a otra agencia bancaria,negativo
mucha demora en la fila a pesar de no haber usuarios,negativo
